id,college_name,college_city,college_state
9897,"Sri Shambulingeshwara College of Education, Mandya",Mandya,Karnataka
9898,"Sri Suvarnamukhi College of Physical Education, Mandya",Mandya,Karnataka
9899,"De Paul Degree College, Belagola",Mandya,Karnataka
9900,"Bhagavan Buddha Institute of Management, Malavalli",Mandya,Karnataka
9901,"Bhagavan Budha First Grade Evening College, Malavalli",Mandya,Karnataka
9902,"SCMM First Grade College, Somanahalli",Mandya,Karnataka
9903,"Gramanthara First Grade College, Keragodu",Mandya,Karnataka
9904,"PLN First Grade College, Purigali",Mandya,Karnataka
9905,"AD Biligowda First Grade College, Koppa",Mandya,Karnataka
9906,"B H Mangegowda First Grade College, Besagarahalli",Mandya,Karnataka
9907,"Kalpatharu First Grade College, Krishnarajpet",Mandya,Karnataka
9908,"Mandya Computer Centre, Mandya",Mandya,Karnataka
9909,"SB Computer Centre, Mandya",Mandya,Karnataka
9910,"Mandavya Industrial Training Centre (ITC), Mandya",Mandya,Karnataka
9911,"Mandavya College of Education, Mandya",Mandya,Karnataka
9912,"Thavaregere Industrial Training Centre, Mandya",Mandya,Karnataka
9913,"Mandavya Teachers Training Institute, Mandya",Mandya,Karnataka
9914,"Bharathi College, Maddur",Mandya,Karnataka
9915,"Shanthi Degree College, Malavalli",Mandya,Karnataka
9916,"Government First Grade College, Halaguru",Mandya,Karnataka
9917,"Government First Grade College, Krishnarajpete",Mandya,Karnataka
9918,"Government First Grade College, Krishnarajpet",Mandya,Karnataka
9919,"BGS College of Education, Nagamangala",Mandya,Karnataka
9920,"JSS Institute of Education, Mandya",Mandya,Karnataka
9921,"Sri Shambulingeshwara College of Physical Education, Jayanthinagar",Mandya,Karnataka
9922,"BGS College of Physical Education, Nagamangala",Mandya,Karnataka
9923,"Government First Grade College, Krishnarajasagara",Mandya,Karnataka
9924,"Government First Grade College, Halagur",Mandya,Karnataka
9925,"Government First Grade College, Melukote",Mandya,Karnataka
9926,"H K Veerannagowda First Grade College, Maddur",Mandya,Karnataka
9927,"Government First Grade College for Women, Maddur",Mandya,Karnataka
9928,"Government First Grade College, Malavalli",Mandya,Karnataka
9929,"Government First Grade College for Women, Krishnarajpet",Mandya,Karnataka
9930,"Government First Grade College, Nagamangala",Mandya,Karnataka
9931,"Government First Grade College, Pandavapura",Mandya,Karnataka
9932,"Government First Grade College, Kyathanahalli",Mandya,Karnataka
9933,"Government First Grade College, Bharathinagar",Mandya,Karnataka
9934,"K N Nagegouda College of Law, Mandya",Mandya,Karnataka
9935,"College Of Agriculture, Mandya",Mandya,Karnataka
9936,Other,Mandya,Karnataka
9937,"Government First Grade College, Virajpet",Kodagu,Karnataka
9938,"Government First Grade College, Kushalnagar",Kodagu,Karnataka
9939,"B T Chanaiah Gowramma Government First Grade College, Somwarpet",Kodagu,Karnataka
9940,"Government First Grade College, Napoklu",Kodagu,Karnataka
9941,"Government First Grade College, Madikeri",Kodagu,Karnataka
9942,"Field Marshal KM Cariappa College, Madikeri",Kodagu,Karnataka
9943,"Cauvery Degree College, Gonikoppal",Kodagu,Karnataka
9944,"Mahatma Gandhi Memorial Science College, Kodagu",Kodagu,Karnataka
9945,"Sri Kote Sanna Borappa First Grade College, Imangala",Kodagu,Karnataka
9946,"Kodlipete First Grade College, Kodlipete",Kodagu,Karnataka
9947,"Saishankar B Ed College, Ponnampete",Kodagu,Karnataka
9948,"Sai Shankar Degree College, Ponnampete",Kodagu,Karnataka
9949,"Sarvodaya College of Education, Virajpet",Kodagu,Karnataka
9950,"St Josephs Degree College, Somavarpet",Kodagu,Karnataka
9951,"Santa Annamma Degree College, Virajpet",Kodagu,Karnataka
9952,"First Grade College, Shanivarasanthe",Kodagu,Karnataka
9953,"K V G College, Bhagamandala",Kodagu,Karnataka
9954,"Cauvery College, Virajpet",Kodagu,Karnataka
9955,Other,Kodagu,Karnataka
9956,"Bahubali College of Engineering, Shravanabelagola",Hassan,Karnataka
9957,"Malnad College of Engineering, Hassan",Hassan,Karnataka
9958,"N D R K College of Nursing, Hassan",Hassan,Karnataka
9959,"Sri D M College of Ayurvedic, Hassan",Hassan,Karnataka
9960,"St Joseph First Grade College, Hassan",Hassan,Karnataka
9961,"Y D D Government First Grade College, Belur",Hassan,Karnataka
9962,"Vivekananda College of Education, Arsikere",Hassan,Karnataka
9963,"Sri Kuvempu First Grade College, Krishnarajapuram",Hassan,Karnataka
9964,"Sri Adichunchanagiri First Grade College, Channarayapatna",Hassan,Karnataka
9965,"NDRK College of Education, Hassan",Hassan,Karnataka
9966,"NDRK First Grade College, Hassan",Hassan,Karnataka
9967,"M Krishna Law College, Hassan",Hassan,Karnataka
9968,"Hasanamba College of Education, Hassan",Hassan,Karnataka
9969,"Government Science College, Hassan",Hassan,Karnataka
9970,"Government First Grade College, Holenarasipura",Hassan,Karnataka
9971,"Arakalgud Government First Grade College, Arkalgud",Hassan,Karnataka
9972,"Government Arts College, Hassan",Hassan,Karnataka
9973,"BM Shetty Government First Grade College, Konanur",Hassan,Karnataka
9974,"Sri AN Varadarajulu First Grade College, Gorur",Hassan,Karnataka
9975,"Rajeev College of Education, Hassan",Hassan,Karnataka
9976,"Sujala College Of Commerce, Hassan",Hassan,Karnataka
9977,"Gnanadhare Evening College, Krishnarajapuram",Hassan,Karnataka
9978,"Government First Grade College, Halebeedu",Hassan,Karnataka
9979,"Government First Grade College, Sakaleshpur",Hassan,Karnataka
9980,"Sree Bahubali Polytechnic, Hassan",Hassan,Karnataka
9981,"Government First Grade College, Sakleshpur",Hassan,Karnataka
9982,"Government First Grade College, Javagal",Hassan,Karnataka
9983,"Rajeev Institute of Education, Hassan",Hassan,Karnataka
9984,"SVM College of Education, Hassan",Hassan,Karnataka
9985,"JSS Institute of Education, Sakleshpur",Hassan,Karnataka
9986,"Anantha Sadvidya College of Education, Arsikere",Hassan,Karnataka
9987,"Sri Adichunchanagiri College of Education, Channarayapatna",Hassan,Karnataka
9988,"Sriranga College of Education, Hassan",Hassan,Karnataka
9989,"Sriranga First Grade College, Hassan",Hassan,Karnataka
9990,"BEG First Grade College, Hassan",Hassan,Karnataka
9991,"Gnanadhare First Grade College, Hassan",Hassan,Karnataka
9992,"St Josephs First Grade College, Saraswathipuram",Hassan,Karnataka
9993,"St Philomina First Grade College for Women, Hassan",Hassan,Karnataka
9994,"Shanthala First Grade College for Women, Belur",Hassan,Karnataka
9995,"Prajna First Grade Arts and Science College, Sakleshpur",Hassan,Karnataka
9996,"Government Home Science College, Holenarasipura",Hassan,Karnataka
9997,"AVK College for Women, Hassan",Hassan,Karnataka
9998,"Hoysaleswara First Grade College, Arsikere",Hassan,Karnataka
9999,"Government First Grade College, Halebidu",Hassan,Karnataka
10000,"Government First Grade College, Hetturu",Hassan,Karnataka
10001,"Government College of Home Science, Hassan",Hassan,Karnataka
10002,"Government First Grade College, Gandasi",Hassan,Karnataka
10003,"Government First Grade College, Alur",Hassan,Karnataka
10004,"Government First Grade College, Hirisave",Hassan,Karnataka
10005,"Government First Grade College, Udayapura",Hassan,Karnataka
10006,"Government First Grade College, Banavara",Hassan,Karnataka
10007,"Government First Grade College, Hallimysore",Hassan,Karnataka
10008,"Government First Grade College, Mosalehosahalli",Hassan,Karnataka
10009,"Government First Grade College for Women, Hassan",Hassan,Karnataka
10010,"Government First Grade College for Women, Holenarasipura",Hassan,Karnataka
10011,"Government First Grade College, Arsikere",Hassan,Karnataka
10012,"Sri HD Devegowda Government First Grade College, Paduvalahippe",Hassan,Karnataka
10013,"Government First Grade College, Channarayapatna",Hassan,Karnataka
10014,"Government Law College, Hassan",Hassan,Karnataka
10015,"Government Law College, Holenarasipura",Hassan,Karnataka
10016,"Veterinary College, Hassan",Hassan,Karnataka
10017,"College Of Agriculture, Hassan",Hassan,Karnataka
10018,"DR Kari Gowda College of Pharmacy, Hassan",Hassan,Karnataka
10019,Other,Hassan,Karnataka
10020,"NMAM Institute of Technology, Nitte",Udupi,Karnataka
10021,"Justice K S Hegde Institute of Management, Udupi",Udupi,Karnataka
10022,"Smt Rukmini Shedthi Memorial National Government First Grade College, Barkur",Udupi,Karnataka
10023,"Manjunatha Pai Memorial Government First Grade College of Professional and Business Management, kadettu",Udupi,Karnataka
10024,"Government First Grade College, Koteshwara",Udupi,Karnataka
10025,"Government First Grade College And Centre For PG Studies, Thenkanidiyoor",Udupi,Karnataka
10026,"ECR Institute of Management Studies, Udupi",Udupi,Karnataka
10027,"Government Womens First Grade College, Ajjarakadu",Udupi,Karnataka
10028,"Dr G Shankar Govt Womens First Grade College & PG Study Centre, Udupi",Udupi,Karnataka
10029,"Government First Grade College, Byndoor",Udupi,Karnataka
10030,"Government First Grade College, Kundapura",Udupi,Karnataka
10031,"Government First Grade College, Hiriadka",Udupi,Karnataka
10032,"Government First Grade College, Hebri",Udupi,Karnataka
10033,"Government First Grade College, Kota",Udupi,Karnataka
10034,"Government First Grade College (GFGC), Shankaranarayana",Udupi,Karnataka
10035,"SDM College of Ayurveda,Udupi",Udupi,Karnataka
10036,"Upendra Pai Memorial College, Udupi",Udupi,Karnataka
10037,"Sri Bhuvanendra College, Karkala",Udupi,Karnataka
10038,"St Marys College, Shirva",Udupi,Karnataka
10039,"St Marys Syrian College, Brahmavar",Udupi,Karnataka
10040,"Sri Sharada College, Basrur",Udupi,Karnataka
10041,"Sri Poornaprajna Evening College (SPPEC), Udupi",Udupi,Karnataka
10042,"Government First Grade College, Udupi",Udupi,Karnataka
10043,"Milagres College, Kallianpur",Udupi,Karnataka
10044,"Mahatma Gandhi Memorial College, Udupi",Udupi,Karnataka
10045,"Dr TMA Pai College of Education, Kunjibettu",Udupi,Karnataka
10046,"Crossland College, Brahmavar",Udupi,Karnataka
10047,"Bhandarkars Arts & Science College, Kundapura",Udupi,Karnataka
10048,"Nitte Rukmini Adyanthaya Memorial Polytechnic, Nitte",Udupi,Karnataka
10049,"BD Shetty College of Commerce (B Com), Brahmavar",Udupi,Karnataka
10050,"Poornaprajna Institute of Management (PIM), Udupi",Udupi,Karnataka
10051,"Poornaprajna College, Udupi",Udupi,Karnataka
10052,"Udupi College of Nursing, Udupi",Udupi,Karnataka
10053,"Vaikunta Baliga College of Law, Udupi",Udupi,Karnataka
10054,"Thrisha College, Kallianpura",Udupi,Karnataka
10055,"Thouhid Womens College of Commerce, Gangolli",Udupi,Karnataka
10056,"Udupi Institute of Hotel & Tourism Science, Udupi",Udupi,Karnataka
10057,"Udupi College of Education, Udupi",Udupi,Karnataka
10058,"Vidyaniketan Degree College, Udupi",Udupi,Karnataka
10059,"Vidya College of Nursing, Udupi",Udupi,Karnataka
10060,"Vidya School of Nursing, Udupi",Udupi,Karnataka
10061,"Sri Venkatramana Womens College, Karkala",Udupi,Karnataka
10062,"Soukhya First Grade College, Byndoor",Udupi,Karnataka
10063,"Richard Almeda Memorial College, Navunda",Udupi,Karnataka
10064,"Saachi Institute of Multimedia, Udupi",Udupi,Karnataka
10065,"Padu Thirupathi Degree College, Karkala",Udupi,Karnataka
10066,"Krishnabai Vasudeva Shenoy Memorial College, Katapadi",Udupi,Karnataka
10067,"Dr AV Baliga Institute of Social Work & Rural Management, Brahmavara",Udupi,Karnataka
10068,"Dr BB Hegde First Grade College, Kundapura",Udupi,Karnataka
10069,"BD Shetty College of Business Management, Brahmavar",Udupi,Karnataka
10070,"Bearys First Grade College, Kundapur",Udupi,Karnataka
10071,"Manipal Centre for European Studies, Udupi",Udupi,Karnataka
10072,"Dr BB Hegde College of Commerce & Business Management, Udupi",Udupi,Karnataka
10073,Other,Udupi,Karnataka
10074,"SECAB Institute Of Engineering And Technology, Bijapur",Bijapur,Karnataka
10075,"DBHPS Dr BD Jatti College of Education, Bijapur",Bijapur,Karnataka
10076,"Luqman Unani Medical College & Hospital, Bijapur",Bijapur,Karnataka
10077,"AV Ayurveda Vidyalaya Samiti's Ayurveda Mahavidyalaya, Bijapur",Bijapur,Karnataka
10078,"Vivekananda Institute Of Technology, Bijapur",Bijapur,Karnataka
10079,"Paravara Rural Education Society, Bijapur",Bijapur,Karnataka
10080,"B L D E Association's Sri B M Patil College & School of Nursing, Bijapur",Bijapur,Karnataka
10081,"Al-Amaan Homoeopathic Medical College, Bijapur",Bijapur,Karnataka
10082,"Al-Ameen Medical and Al-Ameen Dental College, Bijapur",Bijapur,Karnataka
10083,"SECABs ARSI Inamder Arts Science & Commerce College for Women, Bijapur",Bijapur,Karnataka
10084,"SS Arts & Commerce College, Chadchan",Bijapur,Karnataka
10085,"Malik Sandal institute of Art and Architecture, Bijapur",Bijapur,Karnataka
10086,"GVVSs Shri Shantaveer Arts and Commerce College, Babaleshwar",Bijapur,Karnataka
10087,"Sri GRG Arts YAP Commerce College, Indi",Bijapur,Karnataka
10088,"GP Porwal Arts Commerce & VV Salimath Science College, Sindgi",Bijapur,Karnataka
10089,"BLDEAs Arts & Commerce College, Basavana Bagewadi",Bijapur,Karnataka
10090,"BLDEAs BM Patil Medical College, Bijapur",Bijapur,Karnataka
10091,"BLDEAs Shri Jnanayogi Siddeshwar Swamiji College of Education, Bijapur",Bijapur,Karnataka
10092,"BLDEAS ASP College of Commerce, BBA Programme, Vijayapur",Bijapur,Karnataka
10093,"MESs MM Arts, Commerce Science College, Sirsi",Bijapur,Karnataka
10094,"Dr PG Halakatti College of Engineering & Technology, Bijapur",Bijapur,Karnataka
10095,"BLDE Association College Of Engineering & Technology, Bijapur",Bijapur,Karnataka
10096,"B L D E A V P Dr P G H College of Engg & Tech, Bijapur",Bijapur,Karnataka
10097,"Vishwabharati Shiksha Mahavidhyalaya, Konta",Bijapur,Karnataka
10098,"Shri Sangameshwar Arts & Commerce College, Chadchan",Bijapur,Karnataka
10099,"Ayurvedic Mahavidyalaya, Bijapur",Bijapur,Karnataka
10100,"TSPSmS's C. M. Managuli Arts College, Sindgi",Bijapur,Karnataka
10101,"S. B. Arts & KCP Science College, Bijapur",Bijapur,Karnataka
10102,"New Arts College, Bijapur",Bijapur,Karnataka
10103,"Anjuman Arts, Science & Commerce College, Bijapur",Bijapur,Karnataka
10104,"Malik Sandal Polytechnic, Bijapur",Bijapur,Karnataka
10105,"Shri B M Patil College of Nursing,Bijapur",Bijapur,Karnataka
10106,"Al-Ameen Medical College, Bijapur",Bijapur,Karnataka
10107,"B L D E A's Shri B M Patil Medical College,Bijapur",Bijapur,Karnataka
10108,"Malik Sandal Institute of Art & Architecture, Bijapur",Bijapur,Karnataka
10109,"Shri Siddheswar Swamiji College of Education, Bijapur",Bijapur,Karnataka
10110,"SFNC College Of Education, Hittinahalli",Bijapur,Karnataka
10111,"SJFG College, Hittinahalli",Bijapur,Karnataka
10112,"BDBVVSS Banjara Arts And Science College, Bijapur",Bijapur,Karnataka
10113,"Shri Siddeshwar Law College, Bijapur",Bijapur,Karnataka
10114,"Govt College, Bhopalpatnam",Bijapur,Karnataka
10115,"Government Sahid Venket Rav College, Bijapur",Bijapur,Karnataka
10116,"DBHPS DR BD Jatti Shiksha Snatak College, Bijapur",Bijapur,Karnataka
10117,"BLDE Associations School Of Pharmacy, Bijapur",Bijapur,Karnataka
10118,"B L D E College of Pharmacy & School of Pharmacy,Bijapur",Bijapur,Karnataka
10119,"Bldea's BM Patel Medical College,Bijapur",Bijapur,Karnataka
10120,Jain College of Business Administration,Bijapur,Karnataka
10121,"BLDEA's Fine Arts College, Bijapur",Bijapur,Karnataka
10122,"Jagadamba Arts College, Hittinahalli (LT)",Bijapur,Karnataka
10123,"M. G. V. C. ARts, Science & Commerce College, Muddebihal",Bijapur,Karnataka
10124,"S. K. Arts & Commerce College, Talikoti",Bijapur,Karnataka
10125,"Shree Vereshwar Vidya Vardhak Sangha's Shree Veereshwar Arts College, Nalatwad,",Bijapur,Karnataka
10126,"SKPVS's Arts College, Loni",Bijapur,Karnataka
10127,"SMVS's Rural Arts College, Hireroogi Bolegaon",Bijapur,Karnataka
10128,"Sri M. V. Nagathan ARts College, Nidagundi",Bijapur,Karnataka
10129,"Sri Renukacharya Arts College, Horti",Bijapur,Karnataka
10130,"SVVS's New Arts College, Tamba",Bijapur,Karnataka
10131,"G. C. College, Ankola",Bijapur,Karnataka
10132,"SES Arts, Commerce College, Baad-Karwar",Bijapur,Karnataka
10133,"SES Mahasati Arts, Science & Commerce College, Ulga",Bijapur,Karnataka
10134,"SES's Education College, Baad-Karwar",Bijapur,Karnataka
10135,"Anjuman Law College, Bijapur",Bijapur,Karnataka
10136,"ASS Arts College, Almel",Bijapur,Karnataka
10137,"BDPHWA's MAK Arts & Commerce College, Bijapur",Bijapur,Karnataka
10138,"BLDEA's Arts & Commerce College for Women, Bijapur",Bijapur,Karnataka
10139,Other,Bijapur,Karnataka
10140,Other,Hirekerur,Karnataka
10141,"B. R. Tambakad Ist Grade College, Hirekerur",Hirekerur,Karnataka
10142,"Shri B M K Ayurved Mahavidyalaya,Shahpur",Shahpur,Karnataka
10143,Other,Shahpur,Karnataka
10144,"K V G Medical College, Kurunjivag",Kurunjivag,Karnataka
10145,Other,Kurunjivag,Karnataka
10146,"Shetty Institute Of Technology, Gulbarga",Gulbarga,Karnataka
10147,"KCT Engineering College, Gulbarga",Gulbarga,Karnataka
10148,"AL-BADAR Dental College And Hospital, Gulbarga",Gulbarga,Karnataka
10149,"Tipu Sultan College of Pharmacy, Gulbarga",Gulbarga,Karnataka
10150,"KCT College of Pharmacy, Gulbarga",Gulbarga,Karnataka
10151,"Shri Prabhu Arts, Science & JM Bohara Commerce College, Shorapur",Gulbarga,Karnataka
10152,"HKE Societys Womens Polytechnic, Gulbarga",Gulbarga,Karnataka
10153,"S Nijalingappa Institute of Dental Sciences & Research, Gulbarga",Gulbarga,Karnataka
10154,"Homeopathic Medical College and Hospital, Gulbarga",Gulbarga,Karnataka
10155,"Al-Badar Rural Dental College & Hospital, Gulbarga",Gulbarga,Karnataka
10156,"Noble College of Pharmacy, Gulbarga",Gulbarga,Karnataka
10157,"HKEs Societys Poojaya Doddappa Appa College Of Engineering, Gulbarga",Gulbarga,Karnataka
10158,"HKE's MR Medical College, Gulbarga",Gulbarga,Karnataka
10159,"Luqman College of Pharmacy, Gulbarga",Gulbarga,Karnataka
10160,"H K E Society's, Gulbarga",Gulbarga,Karnataka
10161,"Mahadevappa Rampure Medical College, Gulbarga",Gulbarga,Karnataka
10162,"JSPSs Ajjappa Gadami Arts & Commerce College, Munavalli",Gulbarga,Karnataka
10163,"Doddappa Appa Institute of MBA, Gulbarga",Gulbarga,Karnataka
10164,"Doddappa Appa Institute of MCA, Gulbarga",Gulbarga,Karnataka
10165,"Godutai Engineering College for Women, Gulbarga",Gulbarga,Karnataka
10166,"Appa Institute of Engineering and Technology, Gulbarga",Gulbarga,Karnataka
10167,"Noor Afzal Education & Charitable Trust Niyonoble College of Science & Technology, Gulbarga",Gulbarga,Karnataka
10168,"Reshmi Educational & Charitable Trusts Sha Bra Mahanta Shivacharya Swamiji Degree College, Saraswathipuram",Gulbarga,Karnataka
10169,"Vishweshwariah College of Applied Sciences & Business Management, Gulbarga",Gulbarga,Karnataka
10170,"R M College of Pharmacy,Gulbarga",Gulbarga,Karnataka
10171,"Mohammadi College of Pharmacy,Gulbarga",Gulbarga,Karnataka
10172,"Siddharth College Of Education, Chincholi",Gulbarga,Karnataka
10173,"S S Morgol College, Shahabad",Gulbarga,Karnataka
10174,"S S K Basveshwar College of Arts & Science, Basavakalyan",Gulbarga,Karnataka
10175,"SKBSS Nrupatunga Degree College, Sedam",Gulbarga,Karnataka
10176,"VG Womens College (VGWC), Gulbarga",Gulbarga,Karnataka
10177,"Shree Sharnabasaveshwar Arts College, Gulbarga",Gulbarga,Karnataka
10178,"Smt Tumur Siddama Patil Arts College, Gulbarga",Gulbarga,Karnataka
